1980-10-16	1.3	5.8	27	11
1980-10-17	NULO	NULO	NULO	NULO
1980-10-21	0.1	5	23	11
1980-10-22	0	4.6	23	9
1980-10-23	0	4.9	23	7
1980-10-24	NULO	NULO	NULO	NULO
1980-10-28	5.8	3.9	24	8
1980-10-29	4.4	4.6	21	11
1980-10-30	0.7	4.7	15	6
1980-10-31	10	2.7	12	6
1980-11-01	NULO	NULO	NULO	NULO
1980-11-02	0	NULO	NULO	NULO
1980-11-03	0	5.7	22	6
1980-11-04	0	3.4	19	8
1980-11-05	0	2.4	15	7
1980-11-06	0	3.9	19	5
1980-11-07	NULO	NULO	NULO	NULO
1980-11-11	0	3.3	21	0
1980-11-12	0	4.4	18	-1
1980-11-13	0	5.8	20	-3
1980-11-14	NULO	NULO	NULO	NULO
1980-11-18	0	4.4	22	4
1980-11-19	NULO	NULO	NULO	NULO
1980-11-20	0	NULO	NULO	NULO
1980-11-21	0.5	6.8	22	6
1980-11-22	NULO	NULO	NULO	NULO
1980-11-23	0	NULO	NULO	NULO
1980-11-24	0	2.2	21	4
1980-11-25	0	4	23	6
1980-11-26	0.1	2.4	23	4
1980-11-27	0	4.4	20	3
1980-11-28	NULO	NULO	NULO	NULO
1980-12-02	0	3.3	21	2
1980-12-03	0	4.8	17	2
1980-12-04	0	4.5	21	1
1980-12-05	NULO	NULO	NULO	NULO
1980-12-07	0	NULO	NULO	NULO
1980-12-08	0	3.5	25	1
1980-12-09	0	4.4	22	6
1980-12-10	0	2.9	19	4
1980-12-11	0	4	19	1
1980-12-12	NULO	NULO	NULO	NULO
1980-12-14	0	NULO	NULO	NULO
1980-12-15	0	6	22	-1
1980-12-16	0	2.3	17	3
1980-12-17	0	4.4	19	-1
1980-12-18	0	4.3	20	-5
1980-12-19	NULO	NULO	NULO	NULO
1980-12-21	0	NULO	NULO	NULO
1980-12-22	0	2.7	19	-5
1980-12-23	0	4.1	22	2
1980-12-24	0	3.2	19	6
1980-12-25	0	3.2	19	2
1980-12-26	NULO	NULO	NULO	NULO
1980-12-28	0	NULO	NULO	NULO
1980-12-29	0	4.5	10	-5
1980-12-30	0	2.2	16	-5
1980-12-31	0	3	18	-5
1981-01-01	0	2.5	17	-5
1981-01-02	NULO	NULO	NULO	NULO
1981-01-06	0	2.6	20	-1
1981-01-07	0	3.5	19	1
1981-01-08	0	4.2	23	4
1981-01-09	NULO	NULO	NULO	NULO
1981-01-13	0	2.2	17	4
1981-01-14	0	4	18	2
1981-01-15	0	1.7	19	-1
1981-01-16	NULO	NULO	NULO	NULO
1981-01-20	0	4.4	20	-1
1981-01-21	0	1.4	18	1
1981-01-22	0	5.4	18	0
1981-01-23	NULO	NULO	NULO	NULO
1981-01-27	0	4.3	20	3
1981-01-28	0	3.8	21	2
1981-01-29	0	5.9	24	1
1981-01-30	NULO	NULO	NULO	NULO
1981-01-31	0	NULO	NULO	NULO
1981-02-01	0	NULO	NULO	NULO
1981-02-02	0	4.2	13	5
1981-02-03	0	4.2	19	2
1981-02-04	0	3.3	21	3
1981-02-05	0	4.2	22	8
1981-02-06	NULO	NULO	NULO	NULO
1981-02-10	0	8.1	24	5
1981-02-11	0	5.2	15	2
1981-02-12	0	4.7	14	-3
1981-02-13	NULO	NULO	NULO	NULO
1981-02-17	0	2.3	21	5
1981-02-18	0	7	23	2
1981-02-19	0	5.4	21	1
1981-02-20	NULO	NULO	NULO	NULO
1981-02-24	11.7	5.6	22	5
1981-02-25	0	2.8	21	3
1981-02-26	0	5.5	22	2
1981-02-27	0	7.1	27	3
1981-02-28	0	6.6	27	5
1981-03-01	0	3.7	25	5
1981-03-02	0	7.9	27	4
1981-03-03	0	10.1	25	5
1981-03-04	0	8.7	25	10
1981-03-05	0	5	24	7
1981-03-06	NULO	NULO	NULO	NULO
1981-03-10	0.2	4.7	23	6
1981-03-11	5.5	4.2	20	7
1981-03-12	2	3.3	21	9
1981-03-13	NULO	NULO	NULO	NULO
1981-03-17	0	5.9	23	6
1981-03-18	0	8.1	25	5
1981-03-19	0	6.4	21	3
1981-03-20	NULO	NULO	NULO	NULO
1981-03-24	0	7.1	25	2
1981-03-25	0	8.1	24	4
1981-03-26	0	8.6	25	0
1981-03-27	NULO	NULO	NULO	NULO
1981-03-31	0	9.6	29	5
1981-04-01	0	NULO	NULO	NULO
1981-04-02	0	NULO	NULO	NULO
1981-04-03	0	NULO	NULO	NULO
1981-04-04	0	NULO	NULO	NULO
1981-04-05	0	NULO	NULO	NULO
1981-04-06	0	NULO	NULO	NULO
1981-04-07	0	NULO	NULO	NULO
1981-04-08	0	NULO	NULO	NULO
1981-04-09	0	NULO	NULO	NULO
1981-04-10	0	NULO	NULO	NULO
1981-04-11	0	NULO	NULO	NULO
1981-04-12	0	NULO	NULO	NULO
1981-04-13	0	NULO	NULO	NULO
1981-04-14	0	NULO	NULO	NULO
1981-04-15	0	NULO	NULO	NULO
1981-04-16	0	NULO	NULO	NULO
1981-04-17	0	NULO	NULO	NULO
1981-04-18	0	NULO	NULO	NULO
1981-04-19	0	NULO	NULO	NULO
1981-04-20	0	NULO	NULO	NULO
1981-04-21	0	NULO	NULO	NULO
1981-04-22	0	NULO	NULO	NULO
1981-04-23	0	NULO	NULO	NULO
1981-04-24	0	NULO	NULO	NULO
1981-04-25	0	NULO	NULO	NULO
1981-04-26	0	NULO	NULO	NULO
1981-04-27	0	NULO	NULO	NULO
1981-04-28	0	NULO	NULO	NULO
1981-04-29	0	NULO	NULO	NULO
1981-04-30	0	NULO	NULO	NULO
1981-05-01	24.5	9	NULO	NULO
1981-05-05	0	8	25	8
1981-05-06	0	6.6	26	7
1981-05-07	1.7	3.4	28	8
1981-05-08	NULO	NULO	NULO	NULO
1981-05-12	0	9.3	27	9
1981-05-13	0	7.8	27	12
1981-05-14	0	9.5	28	10
1981-05-15	NULO	NULO	NULO	NULO
1981-05-19	5	7.8	25	10
1981-05-20	3.8	3.1	22	12
1981-05-21	11.9	3.1	23	11
1981-05-22	9	7.1	25	10
1981-05-23	8.4	6.4	22	8
1981-05-24	5.2	4.7	25	10
1981-05-25	0	8	23	11
1981-05-26	1.5	4.5	25	10
1981-05-27	10.9	8.8	25	11
1981-05-28	0	7.5	24	12
1981-05-29	8.5	5.7	25	11
1981-05-30	20.1	3.5	25	11
1981-05-31	4.5	7.7	25	9
1981-06-01	0.3	6.4	25	9
1981-06-02	0.2	5.1	23	8
1981-06-03	0	3.7	22	12
1981-06-04	0	7.2	25	11
1981-06-05	0	5.8	25	14
1981-06-06	0	5.2	26	14
1981-06-07	0	6.3	25	11
1981-06-08	4.7	4.9	26	10
1981-06-09	17.3	8.9	25	12
1981-06-10	0	6.7	26	11
1981-06-11	0	6.1	26	11
1981-06-12	0	5.5	24	12
1981-06-13	2	4.1	24	11
1981-06-14	5	5.7	24	13
1981-06-15	1	3.2	21	11
1981-06-16	6.2	4.7	23	12
1981-06-17	10.7	5.3	19	12
1981-06-18	40.3	2.2	17	11
1981-06-19	14.5	1.7	20	12
1981-06-20	12.5	4.1	23	11
1981-06-21	6.4	5.2	22	12
1981-06-22	22.6	4.8	22	10
1981-06-23	2.3	4.6	21	11
1981-06-24	3.5	3.8	21	9
1981-06-25	6	4.1	18	10
1981-06-26	0	2.8	22	9
1981-06-27	0	3.8	19	11
1981-06-28	0	3	21	12
1981-06-29	0	4.9	21	10
1981-06-30	5.4	4.4	19	10
1981-07-01	18.3	2.8	19	11
1981-07-02	4.6	2.1	20	12
1981-07-03	0	5.6	20	7
1981-07-04	0	5.9	22	7
1981-07-05	0.4	3.3	23	11
1981-07-06	2	4.1	24	8
1981-07-07	0.8	3.5	23	12
1981-07-08	0	2.8	21	11
1981-07-09	0	6.1	20	8
1981-07-10	0	5.2	21	9
1981-07-11	2.7	3.5	19	11
1981-07-12	0	9.8	21	8
1981-07-13	0	3.9	20	7
1981-07-14	1.6	3.3	19	11
1981-07-15	0	3.5	22	9
1981-07-16	0	3.8	21	9
1981-07-17	5.7	2.7	21	11
1981-07-18	2.6	6.6	20	11
1981-07-19	0	3.8	23	9
1981-07-20	0	6.2	22	6
1981-07-21	0.7	4.9	22	9
1981-07-22	1.5	4.8	23	8
1981-07-23	0	7.6	23	8
1981-07-24	0	6	22	5
1981-07-25	0	4.4	20	8
1981-07-26	0	4.2	23	4
1981-07-27	0	6.8	24	8
1981-07-28	0.9	5.3	20	8
1981-07-29	0	4	23	7
1981-07-30	0	8.6	23	9
1981-07-31	0	7.8	20	9
1981-08-01	0	7.8	22	4
1981-08-02	0	6.4	23	8
1981-08-03	0.9	3	24	4
1981-08-04	0	7.3	25	7
1981-08-05	0	5.6	23	8
1981-08-06	0	5.1	23	3
1981-08-07	0	3.5	24	8
1981-08-08	0	9.3	22	7
1981-08-09	0	4.9	23	8
1981-08-10	0	5.7	24	6
1981-08-11	0	7.2	23	7
1981-08-12	0	6.9	23	6
1981-08-13	0	5.6	22	6
1981-08-14	0	5.8	20	8
1981-08-15	0	4.6	23	7
1981-08-16	0	3	24	8
1981-08-17	0	3.5	25	7
1981-08-18	0	9.5	24	9
1981-08-19	0	4.8	22	9
1981-08-20	0	5.3	22	8
1981-08-21	0	NULO	NULO	NULO
1981-08-22	0	NULO	NULO	NULO
1981-08-23	0	NULO	NULO	NULO
1981-08-24	2.2	8.6	21	7
1981-08-25	0.9	2.2	20	11
1981-08-26	3.8	1.5	19	10
1981-08-27	5.5	1.5	19	12
1981-08-28	NULO	NULO	NULO	NULO
1981-09-01	0	6.1	24	10
1981-09-02	0	5.1	23	12
1981-09-03	0	5.1	22	8
1981-09-04	0	2.9	19	11
1981-09-05	0.6	4.4	22	11
1981-09-06	0	4.9	21	9
1981-09-07	0	5.9	21	13
1981-09-08	0	5.2	21	14
1981-09-09	0	3.4	20	11
1981-09-10	0	5.3	24	10
1981-09-11	0	6	23	9
1981-09-12	0	5.2	23	8
1981-09-13	0	6.9	23	6
1981-09-14	0	6.3	24	7
1981-09-15	0	6.9	24	5
1981-09-16	0	6.9	22	5
1981-09-17	12.5	2.2	12.1	9
1981-09-18	2.7	1	10	7
1981-09-19	0	1.6	19	6
1981-09-20	0	2.8	21	6
1981-09-21	0	5.1	23	7
1981-09-22	0	6.8	21	7
1981-09-23	0	5.7	21	9
1981-09-24	0	2.7	20	12
1981-09-25	0	5.8	22	4
1981-09-26	0	5.7	22	6
1981-09-27	3.5	1.4	20	7
1981-09-28	7.5	1.3	26	11
1981-09-29	7	4.4	19	11
1981-09-30	5	2.1	19	12
1981-10-01	0.4	4.6	21	11
1981-10-02	0	3.2	19	11
1981-10-03	0	6.2	23	6
1981-10-04	0	3.4	21	7
1981-10-05	20.4	6.1	24	7
1981-10-06	0	4.3	21	6
1981-10-07	0	4.4	21	9
1981-10-08	3	5.8	25	10
1981-10-09	0	6.7	22	9
1981-10-10	1.4	4.7	22	8
1981-10-11	3	4.4	21	12
1981-10-12	9.5	5.5	22	12
1981-10-13	5.3	5.8	20	11
1981-10-14	0	3	21	9
1981-10-15	0	4.1	22	5
1981-10-16	0	4.5	23	5
1981-10-17	0	6	21	5
1981-10-18	0	4.4	20	4
1981-10-19	0	2.9	17	8
1981-10-20	0	4.1	19	8
1981-10-21	0	3.9	24	5
1981-10-22	0	5.1	21	5
1981-10-23	0	4.6	21	9
1981-10-24	5.4	3.1	21	9
1981-10-25	12.5	9.5	21	8
1981-10-26	0	3.1	15	9
1981-10-27	0	1.4	20	9
1981-10-28	0	3.7	21	6
1981-10-29	11	2.8	20	9
1981-10-30	20	4.5	22	11
1981-10-31	0	3.7	20	10
1981-11-01	0	3.3	12	8
1981-11-02	0	3.4	22	8
1981-11-03	0	2.1	18	4
1981-11-04	0	2.6	20	5
1981-11-05	0	4.2	20	4
1981-11-06	0	4.1	20	3
1981-11-07	0	2.4	20	7
1981-11-08	0	4.3	21	8
1981-11-09	0	3.4	18	4
1981-11-10	0	3.1	16	5
1981-11-11	0	4.9	19	0
1981-11-12	0	2.3	21	0
1981-11-13	0	3.8	18	3
1981-11-14	0	2.3	17	0
1981-11-15	0	4.5	18	-4
1981-11-16	0	5.9	17	-2
1981-11-17	0	4.7	20	-3
1981-11-18	0	6.2	22	-2
1981-11-19	0	5.1	21	1
1981-11-20	0	3.5	18	2
1981-11-21	0	4.7	20	1
1981-11-22	0	5.5	19	-2
1981-11-23	0	3.8	20	-3
1981-11-24	0	5.5	20	-2
1981-11-25	0	4.5	21	3
1981-11-26	0	6.7	15	4
1981-11-27	0	3.4	22	4
1981-11-28	0	4.6	24	3
1981-11-29	0	3	22	7
1981-11-30	0	3.4	22	5
1981-12-01	0	4	24	2
1981-12-02	0	4.2	19	4
1981-12-03	0	2.3	20	5
1981-12-04	0	2.7	17	4
1981-12-05	0.5	1.4	19	8
1981-12-06	0	2.7	20	7
1981-12-07	0	2.3	20	3
1981-12-08	0	2	15	9
1981-12-09	0	1.3	11	5
1981-12-10	0	1.3	14	6
1981-12-11	0	1.8	19	3
1981-12-12	0	2.7	20	2
1981-12-13	0	3.8	21	2
1981-12-14	0	4.6	21	2
1981-12-15	0	2.2	19	5
1981-12-16	0	2.9	21	4
1981-12-17	0	2.9	22	2
1981-12-18	0	4.4	19	-2
1981-12-19	0	2.4	19	3
1981-12-20	0	2.3	20	1
1981-12-21	0	5	21	1
1981-12-22	0	4.8	23	1
1981-12-23	0	4.1	22	1
1981-12-24	0	4.3	21	2
1981-12-25	0	3.7	20	2
1981-12-26	0	2.5	20	4
1981-12-27	0	3.8	23	4
1981-12-28	0	3.2	25	4
1981-12-29	0	5.2	25	5
1981-12-30	0	4.6	22	5
1981-12-31	0	3.3	20	4
1982-01-01	0	3.7	23	4
1982-01-02	0	4.1	20	7
1982-01-03	0	5.2	24	6
1982-01-04	0	4.6	20	5
1982-01-05	0	4.8	21	3
1982-01-06	0	4.4	22	3
1982-01-07	0	6.3	21	2
1982-01-08	0	3.4	20	4
1982-01-09	0	3.5	19	1
1982-01-10	0	2.1	20	1
1982-01-11	0	5.6	19	1
1982-01-12	0	2.7	22	6
1982-01-13	0	5	22	3
1982-01-14	0	6.1	19	4
1982-01-15	0	2.9	24	3
1982-01-16	0	4.8	23	4
1982-01-17	0	5.5	21	1
1982-01-18	0	3.8	22	3
1982-01-19	0	4.9	22	4
1982-01-20	0	6.3	26	5
1982-01-21	0	6	22	3
1982-01-22	0	4.7	27	2
1982-01-23	0	4.6	21	2
1982-01-24	0	5.6	21	2
1982-01-25	0	4.8	22	2
1982-01-26	0	4.5	20	3
1982-01-27	0	6	21	0
1982-01-28	0	4.3	21	3
1982-01-29	0	5.3	24	3
1982-01-30	0	4.7	23	5
1982-01-31	0	3.5	21	5
1982-02-01	0	6.2	21	3
1982-02-02	0	6	22	4
1982-02-03	0	6.5	22	0
1982-02-04	0	4.5	24	0
1982-02-05	0	6.5	22	2
1982-02-06	0	4.4	22	0
1982-02-07	0	6.2	22	4
1982-02-08	0.9	3	24	4
1982-02-09	0	7.1	24	2
1982-02-10	0	3.4	25	3
1982-02-11	0	6.3	24	4
1982-02-12	0	8.1	24	5
1982-02-13	0	4.3	22	6
1982-02-14	0	5.1	22	5
1982-02-15	0	6.2	23	5
1982-02-16	0	5.3	20	4
1982-02-17	0	4.1	23	3
1982-02-18	0	4.8	25	4
1982-02-19	0	8.5	24	5
1982-02-20	0	5.8	25	3
1982-02-21	0	3.2	20	4
1982-02-22	0	6.1	17	3
1982-02-23	0	3.9	22	2
1982-02-24	0	5.5	22	1
1982-02-25	5.4	6	24	3
1982-02-26	5.3	3.8	21	5
1982-02-27	0.4	4.5	20	6
1982-02-28	5.9	4.3	19	5
1982-03-01	4.5	3.4	15	4
1982-03-02	0	3.5	18	3
1982-03-03	0	6.2	22	3
1982-03-04	0	8.3	25	4
1982-03-05	0	8.7	25	6
1982-03-06	0	8.8	27	4
1982-03-07	0	5.7	11	3
1982-03-08	0	3.8	22	1
1982-03-09	0	6.5	23	4
1982-03-10	0	6.2	22	3
1982-03-11	0	5.3	26	5
1982-03-12	0	6.2	26	4
1982-03-13	0	9.6	27	4
1982-03-14	0	6.9	28	3
1982-03-15	0	8	27	5
1982-03-16	0	7	27	3
1982-03-17	0	10.6	26	3
1982-03-18	0	8.6	25	4
1982-03-19	0	9.3	22	7
1982-03-20	1.5	5.5	27	4
1982-03-21	6.5	4.5	27	5
1982-03-22	0.7	4.9	23	3
1982-03-23	0	4	25	3
1982-03-24	0	6.8	27	7
1982-03-25	0	7.6	25	6
1982-03-26	0	6.2	26	10
1982-03-27	0	8.7	27	9
1982-03-28	0	8.7	27	8
1982-03-29	0	7.3	22	10
1982-03-30	0	7	26	9
1982-03-31	0	4.7	27	9
1982-04-01	0	10	27	8
1982-04-02	0	10.4	30	10
1982-04-03	0	10.8	29	10
1982-04-04	0	10.5	28	10
1982-04-05	0	10.1	30	8
1982-04-06	0	10	26	7
1982-04-07	0	8.2	27	9
1982-04-08	0	7.5	28	11
1982-04-09	0	10.1	28	8
1982-04-10	0	11	28	6
1982-04-11	0	8.5	23	6
1982-04-12	0	7.1	26	4
1982-04-13	0	10.2	26	5
1982-04-14	0	9.6	28	6
1982-04-15	0	9.1	27	10
1982-04-16	0	10.7	29	9
1982-04-17	0	10.2	29	8
1982-04-18	0	10.2	28	8
1982-04-19	0	7.3	28	7
1982-04-20	0.3	5.7	25	9
1982-04-21	3	7.2	20	10
1982-04-22	0	6.2	21	7
1982-04-23	0	5	21	8
1982-04-24	0	5.9	22	6
1982-04-25	0	6.7	26	11
1982-04-26	0	9.4	27	8
1982-04-27	0	8.7	25	9
1982-04-28	0	9.5	27	11
1982-04-29	9.7	9.1	26	9
1982-04-30	5	8.1	25	9
1982-06-01	0	6.6	24	7
1982-06-02	0	9.5	28	5
1982-06-03	0	10.7	29	6
1982-06-04	NULO	NULO	NULO	NULO
1982-06-08	0	6.2	26	4
1982-06-09	0	9.5	26	10
1982-06-10	0	10.8	25	13
1982-06-11	NULO	NULO	NULO	NULO
1982-06-15	0	9.3	27	6
1982-06-16	0	7.7	26	5
1982-06-17	0	9.3	26	6
1982-06-18	NULO	NULO	NULO	NULO
1982-06-22	0	8.5	25	5
1982-06-23	0	5	23	12
1982-06-24	0	10.3	26	7
1982-06-25	NULO	NULO	NULO	NULO
1982-06-29	2.9	3.5	23	11
1982-06-30	0.5	2.2	20	10
1982-07-01	0	7.3	23	11
1982-07-02	0	5.1	21	11
1982-07-03	0	4.7	22	9
1982-07-04	22.2	6	24	10
1982-07-05	0	4.9	22	7
1982-07-06	0	5.6	21	8
1982-07-07	0	8.4	23	7
1982-07-08	0	6.5	22	7
1982-07-09	0	5.1	23	6
1982-07-10	0	4.8	22	8
1982-07-11	0	4.3	24	9
1982-07-12	0	7	23	6
1982-07-13	0	7	21	8
1982-07-14	0	6.1	22	9
1982-07-15	1	5	24	11
1982-07-16	0	5.3	27	9
1982-07-17	0	4.4	23	11
1982-07-18	1.5	2.6	24	10
1982-07-19	0	4.6	25	11
1982-07-20	4.5	7	23	11
1982-07-21	0	5.6	23	7
1982-07-22	0	4.8	22	5
1982-07-23	0	7.4	21	9
1982-07-24	2.5	5.5	23	12
1982-07-25	0	5.1	24	11
1982-07-26	1	4.8	27	10
1982-07-27	0	6.9	23	11
1982-07-28	0	9	24	8
1982-07-29	0	8.7	26	7
1982-07-30	0	7	23	10
1982-07-31	0	6.2	25	9
1982-08-01	0	3.1	25	10
1982-08-02	0	4.1	24	12
1982-08-03	0.5	3.9	23	15
1982-08-04	0	2.9	21	11
1982-08-05	0	3.2	24	6
1982-08-06	0	NULO	NULO	NULO
1982-08-10	0	4.7	24	7
1982-08-11	0	7.1	22	6
1982-08-12	0	6.1	23	7
1982-08-13	0	NULO	NULO	NULO
1982-08-17	0	6.2	24	7
1982-08-18	0.5	4.7	20	7
1982-08-19	0	3.6	22	7
1982-08-20	0	NULO	NULO	NULO
1982-08-24	0	5.5	24	7
1982-08-25	1.3	4.6	25	9
1982-08-26	0	8.2	24	6
1982-08-27	0	NULO	NULO	NULO
1982-08-31	0	5.7	22	6
1982-09-01	0	4.5	22	9
1982-09-02	0	5.4	23	6
1982-09-03	NULO	NULO	NULO	NULO
1982-09-07	0.6	5.2	22	10
1982-09-08	1	6.4	21	11
1982-09-09	0	7.7	26	9
1982-09-10	NULO	NULO	NULO	NULO
1982-09-14	0	6.5	24	9
1982-09-15	0	7.6	25	7
1982-09-16	0	7.1	22	8
1982-09-17	NULO	NULO	NULO	NULO
1982-09-21	1.9	3.4	21	10
1982-09-22	6.5	2	15	11
1982-09-23	0	1.1	14	10
1982-09-24	NULO	NULO	NULO	NULO
1982-09-28	0	7.1	24	5
1982-09-29	0	8	25	6
1982-09-30	0	5.5	25	3
1982-10-01	NULO	NULO	NULO	NULO
1982-10-03	0	NULO	NULO	NULO
1982-10-04	0	5.6	19	8
1982-10-05	0	1.6	23	7
1982-10-06	1.9	3.2	22	9
1982-10-07	0.5	2.7	22	9
1982-10-08	NULO	NULO	NULO	NULO
1982-10-10	12.8	NULO	NULO	NULO
1982-10-11	16.5	3.2	23	7
1982-10-12	3.2	2.6	23	9
1982-10-13	7	3.6	19	11
1982-10-14	0	2.1	24	8
1982-10-15	NULO	NULO	NULO	NULO
1982-10-17	0	NULO	NULO	NULO
1982-10-18	0	2.6	22	6
1982-10-19	0	4.2	22	4
1982-10-20	0	4.2	18	1
1982-10-21	0	3.6	18	5
1982-10-22	NULO	NULO	NULO	NULO
1982-10-24	0	NULO	NULO	NULO
1982-10-25	0	1.7	15	3
1982-10-26	0	1.5	19	3
1982-10-27	0	2.7	20	0
1982-10-28	0	3.8	22	2
1982-10-29	NULO	NULO	NULO	NULO
1982-10-31	0	NULO	NULO	NULO
1982-11-01	0	4.3	23	2
1982-11-02	0	4	23	5
1982-11-03	0	6.3	22	5
1982-11-04	0	1.7	15	4
1982-11-05	NULO	NULO	NULO	NULO
1982-11-09	0	6.1	22	-1
1982-11-10	0	3.7	20	-2
1982-11-11	0	3.9	23	4
1982-11-12	NULO	NULO	NULO	NULO
1982-11-16	0	3.7	22	3
1982-11-17	0	5.1	24	5
1982-11-18	0	6.1	24	5
1982-11-19	NULO	NULO	NULO	NULO
1982-11-23	0	4.6	23	5
1982-11-24	0	4.7	21	2
1982-11-25	0	5.3	22	4
1982-11-26	NULO	NULO	NULO	NULO
